Temps	Axial D?lacement	Axial Force	Axial fl?he	Axial CMOD*2	Canon
Sec	mm	N	mm	mm	unitless
638.51465	-1.9158572	-3581.4487	7.42E-05	-0.015254021	0
639.01465	-1.9173652	-3595.0149	5.85E-05	-0.01537621	0
639.51465	-1.9191056	-3606.783	0.000146031	-0.01554817	0
640.01465	-1.9512981	35.219803	8.41E-05	-8.4034634	0
640.51465	-1.9651979	-8.3835707	9.12E-05	-8.4034634	0
641.01465	-1.9507676	-7.0457602	8.42E-05	-8.4034634	0
641.51465	-1.9422323	-6.3984137	7.42E-05	-8.4034634	0
642.01465	-1.9389719	-6.2077637	7.28E-05	-8.4034634	0
642.51465	-1.9382328	-6.635047	1.98E-05	-8.4034634	0
643.01465	-1.9348413	-6.2404876	5.77E-06	-8.4034634	0
643.51465	-1.9364864	-7.5863676	0.000107437	-8.4034634	0
644.01465	-1.9373864	-6.8436384	5.32E-05	-8.4034634	0
644.51465	-1.9375712	-2.9798102	4.79E-06	-8.4034634	0
645.01465	-1.9369394	-9.7096052	9.49E-05	-8.4034634	0
645.51465	-1.9376427	-6.5751734	9.52E-05	-8.4034634	0
646.01465	-1.9367009	-6.3308773	6.74E-05	-8.4034634	0
646.51465	-1.9389361	-8.8758612	9.72E-05	-8.4034634	0
647.01465	-1.936093	-6.5744829	6.34E-05	-8.4034634	1
647.51465	-1.937446	-7.3879309	9.95E-05	-8.4034634	0
